entry_id,tool,category,entry_risk,artifact_class,artifact,os,forensic_value,evidence_type,description,confidence,volatility,retention
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,disk,node <pkg>/@github/copilot-language-server/dist/language-server.js --stdio,windows|macos|linux,medium,execution|program-presence,Node variant; also --node-ipc,high,stable,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,disk,~/.copilot/,windows|macos|linux,low,program-presence,"mcp-config.json, lsp-config.json, agents/",high,stable,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,disk,~/.copilot/mcp-config.json,windows|macos|linux,high,execution|persistence|configuration,Execution primitive,high,stable,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,disk,~/.copilot/agents/*.agent.md  |  <repo>/.github/agents/*.agent.md,windows|macos|linux,low,program-presence,Custom autonomous agent definitions - review on clone,high,stable,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,disk,%USERPROFILE%\.vscode\extensions\github.copilot-*,windows,low,program-presence,Extension Dir for GitHub Copilot (Agent Mode / CLI),high,stable,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,network,"api.github.com, copilot-proxy.githubusercontent.com, api.githubcopilot.com",,,,Token exchange at api.github.com/copilot_internal/v2/token,high,live,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,process,copilot-language-server / node,windows|macos|linux,,,,high,live,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,registry,HKCU\Environment,,medium,,"COPILOT_HOME relocates the CLI configuration directory including mcp-config.json, so an absence at the default path is not evidence of absence until this is read",medium,stable,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,eventlog,Microsoft-Windows-Sysmon/Operational EID 1,windows,high,execution|timeline,"Proves the agent ran, which disk presence does not. The child processes of this event are what the agent actually did, and the parent tells you whether a human started it or something else did.",medium,rotating,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,credential,"OS keyring: service `copilot-cli` (macOS Keychain, Windows Credential Manager, Linux libsecret/GNOME Keyring/KWallet)",windows|macos|linux,high,credential-access,"os-keyring: Default for Copilot CLI. Vendor: 'the CLI stores your OAuth token in your operating system's keychain under the service name copilot-cli'. Not a file - requires keychain acquisition, not file collection.",high,stable,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,credential,~/.copilot/config.json,windows|macos|linux,high,credential-access,plaintext: Plaintext fallback for the Copilot CLI OAuth token. Vendor: when the system keychain is unavailable (e.g. Headless Linux without libsecret) the CLI prompts to store the token in a plaintext configuration file here. The same file also holds CLI-managed internal application state including authentication data. Relocated wholesale if COPILOT_HOME is set.,high,stable,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,credential,~/.copilot/mcp-oauth-config/,windows|macos|linux,high,credential-access,"plaintext: plaintext. Vendor-documented Copilot CLI directory holding MCP OAuth token, registration, and PKCE fallback files for MCP servers the agent connects to. Scope is per-MCP-server, so this is where third-party service tokens land.",high,stable,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,credential,~/.copilot/mcp-secrets/,windows|macos|linux,high,credential-access,plaintext: plaintext. Vendor-documented Copilot CLI directory containing fallback file storage and an index for MCP secret placeholders.,high,stable,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,credential,COPILOT_GITHUB_TOKEN / GH_TOKEN / GITHUB_TOKEN,windows|macos|linux|docker|container|cloud,high,credential-access,"plaintext: Plaintext environment variables. Vendor-documented credential precedence for Copilot CLI: these are checked in this order before the OS keychain, so an env-var token overrides the keyring and leaves no file artifact. Collect process environment, shell rc files and CI job definitions.",high,stable,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,credential,COPILOT_PROVIDER_API_KEY,windows|macos|linux|docker|container|cloud,high,credential-access,"plaintext: Plaintext environment variable. BYOK provider API key. Vendor: when BYOK provider env vars (COPILOT_PROVIDER_BASE_URL, COPILOT_PROVIDER_API_KEY) are configured the CLI uses them for model requests regardless of authentication status - so prompts and code context go to whatever endpoint COPILOT_PROVIDER_BASE_URL names.",high,stable,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,credential,~/.config/github-copilot/apps.json,macos|linux,high,credential-access,"plaintext: plaintext. Copilot editor OAuth token written by the copilot-language-server used by the VS Code, JetBrains and Neovim integrations. Distinct from the Copilot CLI store. Not vendor-documented, but read as the canonical token location by numerous independent projects.",medium,stable,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,credential,%LOCALAPPDATA%\github-copilot\apps.json,windows,high,credential-access,"plaintext: plaintext. Windows location of the Copilot editor OAuth token (same file as the Unix ~/.config/github-copilot/apps.json). Four independent implementations resolve Windows via LOCALAPPDATA; one outlier uses AppData\Roaming, so check both if the Local path is absent.",medium,stable,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,credential,~/.config/github-copilot/hosts.json,macos|linux,high,credential-access,"plaintext: plaintext. Legacy predecessor of apps.json, still present on hosts authenticated by older plugin versions. Consumers routinely check hosts.json and apps.json in turn, so collect both. Windows equivalent sits in the same %LOCALAPPDATA%\github-copilot\ directory.",medium,stable,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,mcp-config,~/.copilot/mcp-config.json,,high,execution|persistence,"Copilot CLI, read natively by the agent host. COPILOT_HOME relocates the whole directory, so a responder checking only the default path misses a moved config - read the environment before concluding there is none.",high,stable,
AIRT-0003,GitHub Copilot (Agent Mode / CLI),coding-agent-ide,high,mcp-config,<repo>/.mcp.json,,high,execution|persistence,"Workspace scope, and portable across the agent host and other Copilot tools. Travels with the repo.",high,stable,
AIRT-0037,Google Gemini CLI,coding-agent-cli,critical,disk,gemini  (npm -g @google/gemini-cli),windows|macos|linux,medium,execution|program-presence,Binary for Google Gemini CLI,high,stable,
AIRT-0037,Google Gemini CLI,coding-agent-cli,critical,disk,~/.gemini/settings.json,windows|macos|linux,high,configuration,Auth type at security.auth.selectedType; MCP servers,high,stable,
AIRT-0037,Google Gemini CLI,coding-agent-cli,critical,disk,/etc/gemini-cli/settings.json,linux,high,execution|persistence|configuration,System-level policy - privileged tamper/persistence target,high,stable,
AIRT-0037,Google Gemini CLI,coding-agent-cli,critical,network,"generativelanguage.googleapis.com, oauth2.googleapis.com, accounts.google.com",,,,,high,live,
AIRT-0037,Google Gemini CLI,coding-agent-cli,critical,process,gemini / node,windows|macos|linux,,,,high,live,
AIRT-0037,Google Gemini CLI,coding-agent-cli,critical,eventlog,Microsoft-Windows-Sysmon/Operational EID 1,windows,high,execution|timeline,"Proves the agent ran, which disk presence does not. The child processes of this event are what the agent actually did, and the parent tells you whether a human started it or something else did.",medium,rotating,
AIRT-0037,Google Gemini CLI,coding-agent-cli,critical,credential,~/.gemini/oauth_creds.json,windows|macos|linux,high,credential-access,"plaintext: Plaintext access + refresh + id tokens, expiry, scope",high,stable,
AIRT-0037,Google Gemini CLI,coding-agent-cli,critical,credential,~/.gemini/google_accounts.json,windows|macos|linux,high,credential-access,plaintext: Bound Google account identity - user attribution artifact,high,stable,
AIRT-0037,Google Gemini CLI,coding-agent-cli,critical,credential,~/.gemini/.env  (plus cwd-upward .env search),windows|macos|linux,high,credential-access,plaintext: GEMINI_API_KEY distinct from Vertex GOOGLE_API_KEY,high,stable,
AIRT-0037,Google Gemini CLI,coding-agent-cli,critical,mcp-config,~/.gemini/settings.json,,high,execution|persistence,User scope,high,stable,
AIRT-0037,Google Gemini CLI,coding-agent-cli,critical,mcp-config,<repo>/.gemini/settings.json,,high,execution|persistence,Workspace scope. Travels with the repo.,high,stable,
AIRT-0038,Goose,mcp-host,high,disk,~/.config/goose/config.yaml,macos|linux,high,configuration,GOOSE_PATH_ROOT overrides. API keys here are ignored by design.,high,stable,
AIRT-0038,Goose,mcp-host,high,disk,%APPDATA%\goose\config.yaml,windows,high,configuration,Config File for Goose,high,stable,
AIRT-0038,Goose,mcp-host,high,disk,~/.config/goose/permission.yaml ; permissions/tool_permissions.json,windows|macos|linux,high,configuration|user-activity,Records which tools were authorized - consent evidence,high,stable,
AIRT-0038,Goose,mcp-host,high,disk,Goose session logs,windows|macos|linux,high,timeline|execution,Collect early - this is one of the few agent stores with a documented purge window,high,rotating,Purged after 14 days
AIRT-0038,Goose,mcp-host,high,network,Configured provider endpoint (arbitrary),,,,,high,live,
AIRT-0038,Goose,mcp-host,high,process,goose / goosed,windows|macos|linux,,,,high,live,
AIRT-0038,Goose,mcp-host,high,eventlog,Microsoft-Windows-Sysmon/Operational EID 1,windows,high,execution|timeline,"Proves the agent ran, which disk presence does not. The child processes of this event are what the agent actually did, and the parent tells you whether a human started it or something else did.",medium,rotating,
AIRT-0038,Goose,mcp-host,high,credential,"OS keyring: service `goose`, username `secrets` (single JSON blob)",windows|macos|linux,high,credential-access,"os-keyring: Default - requires keychain acquisition, not file collection",high,stable,
AIRT-0038,Goose,mcp-host,high,credential,~/.config/goose/secrets.yaml (mode 0600),windows|macos|linux,high,credential-access,plaintext: Plaintext fallback when GOOSE_DISABLE_KEYRING is set - common in CI/containers/headless,high,stable,
AIRT-0038,Goose,mcp-host,high,credential,<config>/githubcopilot/info.json,windows|macos|linux,high,credential-access,plaintext: GitHub Copilot token cache,medium,stable,
AIRT-0038,Goose,mcp-host,high,mcp-config,~/.config/goose/config.yaml,,high,execution|persistence,YAML not JSON,high,stable,
AIRT-0016,GPT Pilot,agent-framework,high,registry,HKCU\Environment,,medium,,"Provider credentials. Relevant to the AIRT-CS-0001 supply-chain case: the payload harvested whatever credentials the host held, and a persistently set user variable is reachable by any process running as that user.",medium,stable,
AIRT-0016,GPT Pilot,agent-framework,high,credential,<install>/config.json,windows|macos|linux,high,credential-access,"plaintext: Primary credential file. Plaintext JSON with llm.<provider>.api_key for openai / anthropic / azure / groq. Created by the vendor's documented setup step ""cp example-config.json config.json""; the --config argument defaults to the bare string ""config.json"", so it resolves relative to the working directory the agent is launched from - normally the repo root. The same file's db.url carries an embedded user:password when the operator switches from the default sqlite to PostgreSQL. Listed in .gitignore, so it is present on disk but absent from the repo.",high,stable,
AIRT-0016,GPT Pilot,agent-framework,high,credential,<install>/pilot/.env,windows|macos|linux,high,credential-access,"plaintext: Legacy plaintext env file from pre-rewrite gpt-pilot: OPENAI_API_KEY, ANTHROPIC_API_KEY, GROQ_API_KEY, AZURE_API_KEY, OPENROUTER_API_KEY plus matching *_ENDPOINT values. Still forensically live - the current build's importer reads this path on startup when config.json does not yet exist and copies the keys into config.json, so an upgraded host can hold the same live key in both files. Collect both.",high,stable,
AIRT-0016,GPT Pilot,agent-framework,high,credential,<install>/data/database/pythagora.db,windows|macos|linux,high,credential-access,"sqlite: Default project-state sqlite DB (confirms the VERIFICATION.md path correction). Holds secrets, not just state: when the agent decides the application it is scaffolding needs authentication it mints jwt_secret and refresh_token_secret - 32 random bytes hex each - and persists them into the knowledge_base.user_options JSON column. These are the generated application's signing keys, stored inside the agent's own database.",high,stable,
AIRT-0016,GPT Pilot,agent-framework,high,credential,OPENAI_API_KEY  |  ANTHROPIC_API_KEY  |  GROQ_API_KEY,windows|macos|linux,high,credential-access,"plaintext: Documented fallback: when llm.<provider>.api_key is null in config.json the provider SDK reads its standard environment variable instead. A host with a config.json full of nulls is not a host without credentials - check the environment, shell rc files and any systemd/Docker env for the running python process.",high,stable,
AIRT-0020,GPT4All,llm-runtime,medium,disk,~/.local/share/nomic.ai/GPT4All/,windows|macos|linux,medium,program-presence,Models + LocalDocs index; env GPT4ALL_HOME overrides,high,stable,
AIRT-0020,GPT4All,llm-runtime,medium,disk,%LOCALAPPDATA%\Programs\gpt4all\bin\chat.exe,windows,medium,execution|program-presence,Binary for GPT4All,medium,stable,
AIRT-0020,GPT4All,llm-runtime,medium,registry,HKCU\Environment,,medium,,Data + model path redirection,medium,stable,
AIRT-0020,GPT4All,llm-runtime,medium,network,Local HTTP API server,,,,Localhost-bound by design,high,live,
AIRT-0020,GPT4All,llm-runtime,medium,process,chat.exe / gpt4all.exe,windows,,,,medium,live,
AIRT-0020,GPT4All,llm-runtime,medium,eventlog,Microsoft-Windows-Sysmon/Operational EID 1,windows,high,execution|timeline,"Proves the agent ran, which disk presence does not. The child processes of this event are what the agent actually did, and the parent tells you whether a human started it or something else did.",medium,rotating,
AIRT-0019,Jan.ai,llm-runtime,high,disk,/usr/local/bin/jan  |  ~/.local/bin/jan,linux,medium,execution|program-presence,Binary for Jan.ai,medium,stable,
AIRT-0019,Jan.ai,llm-runtime,high,disk,~/.config/Jan/  |  ~/jan/,windows|macos|linux,low,program-presence,"data/, models/, logs/",medium,stable,
AIRT-0019,Jan.ai,llm-runtime,high,disk,/etc/jan/jan.env,linux,low,program-presence,System-level config - persistence/tamper target,medium,stable,
AIRT-0019,Jan.ai,llm-runtime,high,network,Jan local API / headless,,,,,medium,live,
AIRT-0019,Jan.ai,llm-runtime,high,process,"jan, jan-daemon",linux,,,,medium,live,
AIRT-0019,Jan.ai,llm-runtime,high,mcp-config,<Jan data dir>/mcp_config.json,,high,execution|persistence,"Claude Desktop format, and the vendor documents importing that file directly. The data directory root differs between the stable and beta builds, so resolve it from the install rather than assuming.",medium,stable,
AIRT-0041,Kiro,coding-agent-ide,critical,disk,~/.kiro/settings/mcp.json,windows|macos|linux,high,execution|persistence|configuration,"User-scope MCP servers, applied across every workspace. Powers installed from the server directory are auto-registered here under a Powers section.",high,stable,
AIRT-0041,Kiro,coding-agent-ide,critical,disk,<repo>/.kiro/settings/mcp.json,windows|macos|linux,high,execution|persistence|configuration,Workspace-scope MCP servers. Travels with the repo - a clone or PR can introduce servers that launch on open.,high,stable,
AIRT-0041,Kiro,coding-agent-ide,critical,disk,<repo>/.kiro/hooks/*.kiro.hook,windows|macos|linux,high,execution|persistence|configuration,"JSON hook definitions. The when block sets the trigger (fileSaved, fileCreated, fileDeleted, manual, prompt and agent lifecycle events, spec task events) with a file pattern; the then block invokes the agent with a prompt. A fileSaved hook is an auto-triggering execution primitive that needs no user interaction. Enumerate every hook during triage.",high,stable,
AIRT-0041,Kiro,coding-agent-ide,critical,disk,<repo>/.kiro/steering/*.md,windows|macos|linux,high,configuration|prompt-injection-surface,"Markdown guidance loaded selectively into agent context, optionally with 'inclusion: auto' frontmatter. Prompt-injection surface; travels with repo.",high,stable,
AIRT-0041,Kiro,coding-agent-ide,critical,disk,<repo>/.kiro/agents/,windows|macos|linux,high,execution|configuration,"Agent configuration directory. Agents can define MCP servers inline, so this is a second location where servers are declared. Watched for hot-reload.",high,stable,
AIRT-0041,Kiro,coding-agent-ide,critical,disk,<repo>/.kiro/specs/,windows|macos|linux,medium,user-activity|timeline,"Spec-driven workflow artifacts (requirements, design, tasks). Useful for reconstructing what the agent was asked to build and when.",medium,stable,
AIRT-0041,Kiro,coding-agent-ide,critical,disk,POWER.md / plugin.json / dev.kiro/,windows|macos|linux,high,execution|configuration,"Kiro Power packages bundling MCP servers, skills, and steering. Installable from a remote repository, including private repos cloned locally.",high,stable,
AIRT-0041,Kiro,coding-agent-ide,critical,disk,Kiro - MCP Logs (View > Output channel),windows|macos|linux,high,timeline|execution,MCP server stdout/stderr. Records connection attempts and failures - useful for establishing which servers actually ran.,high,rotating,
AIRT-0041,Kiro,coding-agent-ide,critical,disk,"VS Code-style globalStorage, extensions, and state.vscdb paths",windows|macos|linux,medium,configuration|credential-access,"Kiro presents a VS Code-derived editor (command palette, Output channels). Treat the standard VS Code artifact layout as likely present and check for it, but confirm the exact directory names on the host.",low,stable,
AIRT-0041,Kiro,coding-agent-ide,critical,network,"kiro.dev, AWS Kiro service endpoints",,,,Agent inference and Power/MCP directory retrieval,high,live,
AIRT-0041,Kiro,coding-agent-ide,critical,network,kiro:// URL scheme and https://kiro.dev/launch/mcp/add?name=&config= install links,,,,"One-click MCP install deep links. Kiro shows a confirmation dialog listing the command, args, and the names of env vars (values stay hidden) before writing. A convincing link is a social-engineering path to MCP installation.",high,live,
AIRT-0041,Kiro,coding-agent-ide,critical,process,kiro (IDE); kiro (CLI),windows|macos|linux,,,,high,live,
AIRT-0041,Kiro,coding-agent-ide,critical,eventlog,Microsoft-Windows-Sysmon/Operational EID 1,windows,high,execution|timeline,"Proves the agent ran, which disk presence does not. The child processes of this event are what the agent actually did, and the parent tells you whether a human started it or something else did.",medium,rotating,
AIRT-0041,Kiro,coding-agent-ide,critical,credential,AWS Builder ID / IAM Identity Center token cache,windows|macos|linux,high,credential-access,unknown: Kiro authenticates via AWS identity. The exact cache path was not confirmed; check ~/.aws/sso/cache/ and the Kiro config root before asserting a location.,low,stable,
AIRT-0041,Kiro,coding-agent-ide,critical,credential,mcpServers.<name>.env inside ~/.kiro/settings/mcp.json,windows|macos|linux,high,credential-access,"plaintext: MCP server env blocks. Kiro only expands env vars that are explicitly approved and warns on unapproved ones, which is a genuine mitigating control - but approved values still sit in the file.",high,stable,
AIRT-0041,Kiro,coding-agent-ide,critical,mcp-config,~/.kiro/settings/mcp.json,,high,execution|persistence,"Entries carry an autoApprove array listing tools that execute without user confirmation - read it first. Hot-reload means a tampered config applies at the next idle boundary with no restart, so file mtime is the change signal, not process start time.",high,stable,
AIRT-0041,Kiro,coding-agent-ide,critical,mcp-config,<repo>/.kiro/settings/mcp.json,,high,execution|persistence,Travels with the repo. Gate in CI alongside .kiro/hooks/.,high,stable,
AIRT-0023,KoboldCpp,llm-runtime,medium,network,Kobold API + web UI,,,,,medium,live,
AIRT-0023,KoboldCpp,llm-runtime,medium,process,koboldcpp.exe,windows,,,,medium,live,
AIRT-0023,KoboldCpp,llm-runtime,medium,eventlog,Microsoft-Windows-Sysmon/Operational EID 1,windows,high,execution|timeline,"Proves the agent ran, which disk presence does not. The child processes of this event are what the agent actually did, and the parent tells you whether a human started it or something else did.",medium,rotating,
AIRT-0026,LangChain / LangGraph,agent-framework,high,registry,HKCU\Environment,,medium,,"LangSmith tracing credentials. Worth collecting for a second reason: if tracing was enabled, LangSmith holds a server-side record of agent runs that may outlive anything on the endpoint.",medium,stable,
AIRT-0026,LangChain / LangGraph,agent-framework,high,credential,<project>/langgraph.json,windows|macos|linux,high,credential-access,"plaintext: LangGraph CLI project config. Its `env` field accepts an inline JSON object of environment variables, so provider API keys are frequently stored plaintext inside this file itself (vendor example shows an OPENAI_API_KEY entry under `env`). Present only for LangGraph CLI / Platform projects.",high,stable,
AIRT-0026,LangChain / LangGraph,agent-framework,high,credential,<project>/.env,windows|macos|linux,high,credential-access,"plaintext: Plaintext provider and LangSmith keys. Vendor README documents `""env"": ""./.env""` in langgraph.json; the CLI helper `_parse_env_from_config` resolves the `env` field or falls back to a .env file.",high,stable,
AIRT-0026,LangChain / LangGraph,agent-framework,high,credential,LANGSMITH_API_KEY  |  LANGCHAIN_API_KEY,windows|macos|linux|docker,high,credential-access,"plaintext: Plaintext LangSmith tracing key in the process environment; LANGCHAIN_API_KEY is the legacy alias and is still read. Forensically important beyond the key itself: if tracing was enabled, full prompts and responses were shipped to LangSmith, so this key indicates an off-host copy of agent activity exists.",high,stable,
AIRT-0026,LangChain / LangGraph,agent-framework,high,credential,OPENAI_API_KEY / ANTHROPIC_API_KEY (and per-provider equivalents),windows|macos|linux|docker,high,credential-access,"plaintext: Plaintext provider keys read from the process environment by the langchain-* partner packages. Langchain_openai documents that the key ""can be inferred from the OPENAI_API_KEY environment variable"". LangChain ships no managed credential file - the environment and .env are the credential store, so collect process environment blocks.",high,stable,
AIRT-0026,LangChain / LangGraph,agent-framework,high,mcp-config,"Import of langchain_mcp_adapters.client.MultiServerMCPClient, or the langchain-mcp-adapters dependency in requirements.txt / pyproject.toml / package.json",,high,execution|persistence,"No config artifact exists. The server list is a literal in the source, so the source file and its version history are the record of what the agent could reach.",high,stable,
AIRT-0044,Langflow,workflow-engine,critical,disk,~/.langflow/  (LANGFLOW_CONFIG_DIR),windows|macos|linux,medium,program-presence,Config and database root,medium,stable,
AIRT-0044,Langflow,workflow-engine,critical,disk,"langflow.db (SQLite, in the config dir)",windows|macos|linux,low,program-presence,"Flows, users, and stored credentials. Flow definitions contain embedded API keys.",medium,stable,
AIRT-0044,Langflow,workflow-engine,critical,disk,LANGFLOW_AUTO_LOGIN,windows|macos|linux,medium,configuration,"When true, the instance requires no login. Vendor mitigation guidance explicitly says to set it false - so a true value on an exposed host is a finding.",high,stable,
AIRT-0044,Langflow,workflow-engine,critical,disk,LANGFLOW_SUPERUSER / LANGFLOW_SUPERUSER_PASSWORD,windows|macos|linux,high,configuration,"Superuser bootstrap credentials, commonly left plaintext in compose files",medium,stable,
AIRT-0044,Langflow,workflow-engine,critical,disk,Exported flow JSON files,windows|macos|linux,low,user-activity|data-access,Flow exports embed credentials and custom Python component code,medium,stable,
AIRT-0044,Langflow,workflow-engine,critical,network,Langflow web UI + API,,,,"mass-exploited. Attackers enumerate exposed instances via Shodan/FOFA, then hit /api/v1/validate/code.",high,live,
AIRT-0044,Langflow,workflow-engine,critical,network,Configured LLM provider endpoints,,,,,high,live,
AIRT-0044,Langflow,workflow-engine,critical,process,python (langflow run) / uvicorn,windows|macos|linux,,,,high,live,
AIRT-0044,Langflow,workflow-engine,critical,eventlog,Microsoft-Windows-Sysmon/Operational EID 1,windows,high,execution|timeline,"Proves the agent ran, which disk presence does not. The image name is not the discriminator here, because the process is a shared interpreter that hosts much of this catalog - key on the command line instead. The child processes of this event are what the agent actually did.",medium,rotating,
AIRT-0044,Langflow,workflow-engine,critical,credential,<LANGFLOW_CONFIG_DIR>/secret_key  (default <HOME>/.cache/langflow/secret_key on Linux/Docker),windows|macos|linux|docker,high,credential-access,"plaintext: Plaintext Fernet master key, auto-generated and persisted on startup when LANGFLOW_SECRET_KEY is not set. The highest-value artifact for this tool: Langflow source calls it 'the Fernet master key (secret_key)' and states that reading it 'would disclose every tenant's stored credentials' - it decrypts the api_key table, credential-type global variables, and encrypted MCP server settings in the database. Config dir defaults to platformdirs user_cache_dir('langflow','langflow'); vendor release notes confirm the Linux/Docker form resolves to <HOME>/.cache/langflow.",high,stable,
AIRT-0044,Langflow,workflow-engine,critical,credential,<LANGFLOW_CONFIG_DIR>/private_key.pem  (public_key.pem alongside),windows|macos|linux|docker,high,credential-access,"plaintext: Plaintext RSA private key used to sign session JWTs, auto-generated and persisted into the config dir on startup when LANGFLOW_ALGORITHM is RS256/RS512. Vendor docs: 'Langflow creates and persists the keys in LANGFLOW_CONFIG_DIR on startup'. Not created under the default HS256 algorithm - absence of these files is itself a signal about which algorithm the instance ran. Theft permits forging a session for any user.",high,stable,
AIRT-0044,Langflow,workflow-engine,critical,credential,LANGFLOW_SECRET_KEY,windows|macos|linux|docker,high,credential-access,"plaintext: Plaintext env var that supplies the Fernet key instead of the on-disk secret_key file. Vendor docs describe it as 'a secret key used for encrypting sensitive data like API keys and for JWT signing when using the HS256 algorithm'. Commonly left in a .env or compose file. Vendor guidance is to rotate it if compromised; rotation requires the re-encryption migration script, so do not rotate before collection.",high,stable,
AIRT-0044,Langflow,workflow-engine,critical,credential,LANGFLOW_SUPERUSER / LANGFLOW_SUPERUSER_PASSWORD,windows|macos|linux|docker,high,credential-access,"plaintext: Plaintext superuser bootstrap credentials. Vendor docs: these 'specify the username and password for the Langflow server's superuser'; the password is required when LANGFLOW_AUTO_LOGIN=False, and the username defaults to 'langflow'. Routinely left in .env files, compose files, and Kubernetes manifests. Note the source also carries a LEGACY_DEFAULT_SUPERUSER_PASSWORD constant used to detect credentials created by older releases - a default-password instance is a finding.",high,stable,
AIRT-0044,Langflow,workflow-engine,critical,credential,<project>/.env  (path passed to `langflow run --env-file`),windows|macos|linux|docker,high,credential-access,"plaintext: Plaintext aggregation point. Vendor CLI reference documents --env-file as 'the path to the .env file containing Langflow environment variables', and vendor guides consistently start the server as `langflow run --env-file .env`. In practice this one file carries LANGFLOW_SECRET_KEY, LANGFLOW_SUPERUSER_PASSWORD, LANGFLOW_DATABASE_URL, and provider API keys together. Collect it before remediation.",high,stable,
AIRT-0044,Langflow,workflow-engine,critical,credential,LANGFLOW_DATABASE_URL,windows|macos|linux|docker,high,credential-access,"plaintext: Plaintext database connection string. When Langflow is pointed at external Postgres the documented format embeds the database username and password directly in the value (postgresql://user:password@host:5432/langflow). Also tells the responder that flows, users, and encrypted credentials are not in a local SQLite file for this deployment.",high,stable,
AIRT-0044,Langflow,workflow-engine,critical,credential,langflow.db  (pip install: <install>/lib/python3.x/site-packages/langflow/langflow.db ; git clone: <install>/src/backend/base/langflow/langflow.db ; <LANGFLOW_CONFIG_DIR>/langflow.db when LANGFLOW_SAVE_DB_IN_CONFIG_DIR=True),windows|macos|linux|docker,high,credential-access,"sqlite: SQLite database for Langflow OSS. Holds Langflow API keys (api_key table), credential-type global variables, MCP server settings, and user records. These values are encrypted at rest with the Fernet key, not plaintext - but the key file lives in the config dir, and in the LANGFLOW_SAVE_DB_IN_CONFIG_DIR deployment it is the DB's own directory sibling, so DB + secret_key together are a full credential compromise. Note the default path is inside the venv or the clone, not ~/.langflow as the current catalog disk row states.",high,stable,
AIRT-0044,Langflow,workflow-engine,critical,credential,~/.langflow/data/database.db  (Langflow Desktop),macos,high,credential-access,"sqlite: Langflow Desktop's SQLite database on macOS, documented verbatim by the vendor as /Users/<username>/.langflow/data/database.db. Same contents as langflow.db: encrypted API keys and credential variables, plus flows and users. This is the only place the ~/.langflow path the catalog currently uses is actually correct.",high,stable,
AIRT-0044,Langflow,workflow-engine,critical,credential,%APPDATA%\com.LangflowDesktop\data\database.db  (Langflow Desktop),windows,high,credential-access,"sqlite: Langflow Desktop's SQLite database on Windows, documented verbatim by the vendor as C:\Users\<name>\AppData\Roaming\com.LangflowDesktop\data\database.db. Same contents as langflow.db: encrypted API keys and credential variables, plus flows and users.",high,stable,
AIRT-0044,Langflow,workflow-engine,critical,mcp-config,"MCP server registrations added in Settings - MCP Servers, persisted in langflow.db under ~/.langflow/",,high,execution|persistence,Collecting langflow.db answers both which servers were reachable and which credentials they held,medium,stable,
AIRT-0044,Langflow,workflow-engine,critical,mcp-config,Langflow projects published as MCP tools - each project is added to Langflow's own MCP server automatically on creation,,high,execution|persistence,"Exposure is opt-out rather than opt-in: creating a project publishes its flows as tools, so the tool surface grows without anyone configuring it",medium,stable,
AIRT-0047,Letta,agent-framework,high,disk,~/.letta/,macos|linux,high,data-access|persistence|timeline,Server data directory. The default pip installation uses SQLite here; a Docker deployment mounts .persist/pgdata for PostgreSQL instead. Either way this directory is where agent state lives between runs.,medium,stable,
AIRT-0047,Letta,agent-framework,high,disk,~/.letta/.persist/pgdata,macos|linux|docker,high,data-access|persistence,"PostgreSQL data directory in the documented Docker deployment. This is the agent memory store - collect it before the container is removed, because a container teardown destroys the only copy of what the agent knew.",medium,stable,
AIRT-0047,Letta,agent-framework,high,network,Letta server REST API,,,,"The server exposes /v1 on port 8283. An instance reachable beyond loopback gives anyone who finds it the ability to read and rewrite agent memory, which is both a data-disclosure and a persistence problem.",medium,live,
AIRT-0047,Letta,agent-framework,high,process,letta,macos|linux,,,,medium,live,
AIRT-0047,Letta,agent-framework,high,credential,LETTA_PG_URI,windows|macos|linux|docker,high,credential-access,"plaintext: PostgreSQL connection string, including its password, passed as an environment variable. Recoverable from the process environment and from whatever set it - a compose file, a shell profile, or a systemd unit.",medium,stable,
AIRT-0047,Letta,agent-framework,high,mcp-config,"MCP server registrations created through the Letta server API, persisted in the SQLite database under ~/.letta/ or the Docker PostgreSQL volume",,high,execution|persistence,"State lives in the server rather than on the client, so this survives a client uninstall and is not collectable from the workstation that used it",medium,stable,
